,n1,n2,score
4836,iktsndB_zjwblxdfigyrOw,kSKyOrJELZz_AzGkvnf8MA,4.047
4837,iktsndB_zjwblxdfigyrOw,AMi1h-goNueHf_Lvx4Cu4g,3.944
4838,iktsndB_zjwblxdfigyrOw,JWFpjvCc_nkNDVtMPx1ZGg,3.837
4839,iktsndB_zjwblxdfigyrOw,vyOVT4bcW227LRwJGHTeSw,3.745
4840,izSgTrqebu8bN8ONOCs6cQ,Js3m_GdqNUGnEgXJ8WMtfQ,36.603
4841,izSgTrqebu8bN8ONOCs6cQ,TCWnTa69sJ3vGQsdEe3Esw,18.866
4842,izSgTrqebu8bN8ONOCs6cQ,Hl_vXTiYLozWo7T9Cq17vw,18.545
4843,izSgTrqebu8bN8ONOCs6cQ,BwUWmUFKCuJ-nN9vFwMt2Q,9.804
4844,izSgTrqebu8bN8ONOCs6cQ,ycbmvmBYk4w_ZmdrPL0tBQ,9.537
4845,izSgTrqebu8bN8ONOCs6cQ,hPzPpfSjgQkpWCD7YjcY-A,7.78
4846,izSgTrqebu8bN8ONOCs6cQ,XgehM3pBZWuXi45J2dqRJQ,7.771
4847,izSgTrqebu8bN8ONOCs6cQ,wb6rAxDPWP_5AAl3CKCM1w,6.674
4848,izSgTrqebu8bN8ONOCs6cQ,lu2UpRHLBZfvLG_caNEHKQ,6.641
4849,izSgTrqebu8bN8ONOCs6cQ,34Eqv8jXgxg_EEwcsNgeeg,6.289
4850,j3Ml_qEFnDOaH5miNzG6xw,RqmKdsCh53VCr50QHybrAQ,12.329
4851,j3Ml_qEFnDOaH5miNzG6xw,0cWnURpfrb4MqKSzyVN4SQ,11.201
4852,j3Ml_qEFnDOaH5miNzG6xw,kZtl_NJjUnlIQgzFrBhXyQ,8.248
4853,j3Ml_qEFnDOaH5miNzG6xw,OyFxR5E2HBy-K2-0AxCtFg,6.257
4854,j3Ml_qEFnDOaH5miNzG6xw,jW4a3W9-UkFxpglHvo_Kqg,4.624
4855,j3Ml_qEFnDOaH5miNzG6xw,yPSejq3_erxo9zdVYTBnZA,4.101
4856,j3Ml_qEFnDOaH5miNzG6xw,9ugpNKKhnYRa51qXoxUw_A,3.834
4857,j3Ml_qEFnDOaH5miNzG6xw,nYPzsOjvida-ne7swSPHpA,3.778
4858,j3Ml_qEFnDOaH5miNzG6xw,GuzbBFraIq-fbkjfvaTRvg,3.724
4859,j3Ml_qEFnDOaH5miNzG6xw,m4kvY0viCwxqRtgOycnKVQ,3.712
4860,j6F0mMGgp4THEAzhylPrGQ,8ei40SEWTURN8ROo5mBiJg,4.018
4861,j6F0mMGgp4THEAzhylPrGQ,vyOVT4bcW227LRwJGHTeSw,3.828
4862,j6F0mMGgp4THEAzhylPrGQ,bp482wqF6v80AltDNlPDfw,3.64
4863,j6F0mMGgp4THEAzhylPrGQ,54oLdsGU9B8HxFTqCCqV-A,3.626
4864,j6F0mMGgp4THEAzhylPrGQ,FDTwPQ4CNWEOY0rfh4eTzQ,3.532
4865,j6F0mMGgp4THEAzhylPrGQ,wxdpQV7CZHn6_DFr-JGUgw,3.481
4866,j6F0mMGgp4THEAzhylPrGQ,E3WUDYEvCVMplIFMgeN1xw,3.456
4867,j6F0mMGgp4THEAzhylPrGQ,GtrY5U_M1ac3bYCk0DUeIg,3.456
4868,j6F0mMGgp4THEAzhylPrGQ,MwJsk91FJ73YzzmpVaJihQ,3.425
4869,j6F0mMGgp4THEAzhylPrGQ,kbWKwvLXfJm5sLVfw-Foww,3.372
4870,jLn69WQupjsDKrbPw_nlGQ,WrU1ZYN4jlYcL5mvJrQsCQ,5.489
4871,jLn69WQupjsDKrbPw_nlGQ,9u79dIXLQzmt9rnOZEnBaQ,5.205
4872,jLn69WQupjsDKrbPw_nlGQ,znlrxrY4InSx7ekPZxoHRw,4.714
4873,jLn69WQupjsDKrbPw_nlGQ,Vt5gk5h5VlHXLu-cVKzOXw,4.112
4874,jLn69WQupjsDKrbPw_nlGQ,8Vo6LN9gqULhXzoxj5k6kQ,3.94
4875,jLn69WQupjsDKrbPw_nlGQ,8vMULlBjFJyS_836tOKnVQ,3.895
4876,jLn69WQupjsDKrbPw_nlGQ,WhTRPUduXy3mRBYlmSmsKw,3.767
4877,jLn69WQupjsDKrbPw_nlGQ,wxdpQV7CZHn6_DFr-JGUgw,3.574
4878,jLn69WQupjsDKrbPw_nlGQ,c3UA1gYc6VY7dEyS0135pQ,3.563
4879,jLn69WQupjsDKrbPw_nlGQ,elX9a3nvGMSweRaMWgSb0Q,3.481
4880,jR3sTUWCPuOCWpdm8Pn-wQ,3fpAmsSuEFNF29UUPpgwlw,17.762
4881,jR3sTUWCPuOCWpdm8Pn-wQ,rPVmM0aJbC6lU_mnDiZ2Rw,9.904
4882,jR3sTUWCPuOCWpdm8Pn-wQ,FH0MVF7kK0D76Hh4e7hXfQ,5.195
4883,jR3sTUWCPuOCWpdm8Pn-wQ,U2hkeMI-q4cS35QolJYN0A,4.573
4884,jR3sTUWCPuOCWpdm8Pn-wQ,b1shfPbHpkeWtbGbz5iAtg,4.393
4885,jR3sTUWCPuOCWpdm8Pn-wQ,wFES5bGDiPANW13hNHnXOQ,4.335
4886,jR3sTUWCPuOCWpdm8Pn-wQ,fApb6LKfOdy5u7MP0hsHKg,4.31
4887,jR3sTUWCPuOCWpdm8Pn-wQ,-kfHz1kimX62QEceFkkB_g,4.271
4888,jR3sTUWCPuOCWpdm8Pn-wQ,gebiRewfieSdtt17PTW6Zg,4.236
4889,jR3sTUWCPuOCWpdm8Pn-wQ,bVaRZDHkWdsHuARGxxpREw,4.185
4890,jW4a3W9-UkFxpglHvo_Kqg,dDU-0EW4Asx-RnM-vULFQw,19.91
4891,jW4a3W9-UkFxpglHvo_Kqg,5iCDjFNkihjzj94Gh0kyIA,6.521
4892,jW4a3W9-UkFxpglHvo_Kqg,GuzbBFraIq-fbkjfvaTRvg,4.977
4893,jW4a3W9-UkFxpglHvo_Kqg,QLHgjBHBoeIUoEvIPvjHnw,4.759
4894,jW4a3W9-UkFxpglHvo_Kqg,0cWnURpfrb4MqKSzyVN4SQ,4.547
4895,jW4a3W9-UkFxpglHvo_Kqg,j3Ml_qEFnDOaH5miNzG6xw,4.455
4896,jW4a3W9-UkFxpglHvo_Kqg,wfjqxgLSsLtyzswzQBziSw,4.185
4897,jW4a3W9-UkFxpglHvo_Kqg,Xw_5QkLTyIEg6Hs-kXGNbg,4.163
4898,jW4a3W9-UkFxpglHvo_Kqg,fVUurZgbWXzp2QzDzJzmpA,3.832
4899,jW4a3W9-UkFxpglHvo_Kqg,kZtl_NJjUnlIQgzFrBhXyQ,3.813
4900,jWgZRpdHy8csA1sUz1auSw,-kfHz1kimX62QEceFkkB_g,12.593
4901,jWgZRpdHy8csA1sUz1auSw,W7zCBDLFv13fDzRXJefrrA,8.082
4902,jWgZRpdHy8csA1sUz1auSw,Y0izXh4Dv1_YU68tn43Xiw,5.966
4903,jWgZRpdHy8csA1sUz1auSw,jWhlz8LesaC7jZL9bHNe9A,5.234
4904,jWgZRpdHy8csA1sUz1auSw,ifjluUv4VASwmFqEp8cWlQ,4.376
4905,jWgZRpdHy8csA1sUz1auSw,JZrspVMm79n_iHTYftkI0g,3.943
4906,jWgZRpdHy8csA1sUz1auSw,tthy48ZIX_wfY8Dy0Dvg6w,3.892
4907,jWgZRpdHy8csA1sUz1auSw,f3eve2cxUIzyanWnHdMtFQ,3.749
4908,jWgZRpdHy8csA1sUz1auSw,VAIOtbsxdNmuhUKkQZFRlA,3.722
4909,jWgZRpdHy8csA1sUz1auSw,tf6S06LD09IFDHUpOPqPaw,3.72
4910,jWhlz8LesaC7jZL9bHNe9A,W7zCBDLFv13fDzRXJefrrA,6.526
4911,jWhlz8LesaC7jZL9bHNe9A,-kfHz1kimX62QEceFkkB_g,6.107
4912,jWhlz8LesaC7jZL9bHNe9A,jWgZRpdHy8csA1sUz1auSw,5.001
4913,jWhlz8LesaC7jZL9bHNe9A,Y0izXh4Dv1_YU68tn43Xiw,4.356
4914,jWhlz8LesaC7jZL9bHNe9A,eBxc95u_Gcs9bLST0UntOQ,3.356
4915,jWhlz8LesaC7jZL9bHNe9A,VAIOtbsxdNmuhUKkQZFRlA,2.715
4916,jWhlz8LesaC7jZL9bHNe9A,q-1ICFSqs2MwDGfe5tX-SQ,2.704
4917,jWhlz8LesaC7jZL9bHNe9A,hPzPpfSjgQkpWCD7YjcY-A,2.657
4918,jWhlz8LesaC7jZL9bHNe9A,Ss6f5v_t5Vddiaz4ZOxL0g,2.623
4919,jWhlz8LesaC7jZL9bHNe9A,0RxU5OglQyPVtLKC1LPgsA,2.574
4920,jZncFsMQdrq268OHq_Q6uw,NmexnuLm3zyKxsgwbCe7ug,7.312
4921,jZncFsMQdrq268OHq_Q6uw,u9oG6CVhS9dJR5ZHS5q23A,4.845
4922,jZncFsMQdrq268OHq_Q6uw,-6jvfSJGprbfBD2QrS9zQw,4.436
4923,jZncFsMQdrq268OHq_Q6uw,yPSejq3_erxo9zdVYTBnZA,4.099
4924,jZncFsMQdrq268OHq_Q6uw,8RlO6NuhWzXktp-1croq5A,3.998
4925,jZncFsMQdrq268OHq_Q6uw,9ugpNKKhnYRa51qXoxUw_A,3.829
4926,jZncFsMQdrq268OHq_Q6uw,nYPzsOjvida-ne7swSPHpA,3.774
4927,jZncFsMQdrq268OHq_Q6uw,GuzbBFraIq-fbkjfvaTRvg,3.773
4928,jZncFsMQdrq268OHq_Q6uw,m4kvY0viCwxqRtgOycnKVQ,3.709
4929,jZncFsMQdrq268OHq_Q6uw,6RBZfirnzE4NahJTn1UPNA,3.697
4930,jfRq1KtjEGyPoMo9HZVw2Q,EZc2myE2mYk2h9JK9qu8gw,7.862
4931,jfRq1KtjEGyPoMo9HZVw2Q,r2IhvKZQ_wLR5mLBnPOilg,7.63
4932,jfRq1KtjEGyPoMo9HZVw2Q,zbrIMldF_O1ZQ0vpUaaa8A,7.612
4933,jfRq1KtjEGyPoMo9HZVw2Q,thlyktt2c7v1DyOpSVSibw,7.569
4934,jfRq1KtjEGyPoMo9HZVw2Q,-BdYhP-12elmFV7oB1iv4A,7.067
4935,jfRq1KtjEGyPoMo9HZVw2Q,3Wy21heeDm8h2tSZfcj6OA,6.843
4936,jfRq1KtjEGyPoMo9HZVw2Q,8Vo6LN9gqULhXzoxj5k6kQ,6.81
4937,jfRq1KtjEGyPoMo9HZVw2Q,oGDGlUbOjHxmmCh8ZYcDCg,6.759
4938,jfRq1KtjEGyPoMo9HZVw2Q,-FM4CxOg4XXmX_Ebky_SiQ,6.679
4939,jfRq1KtjEGyPoMo9HZVw2Q,NIQWO-Q_F598XlAvZnFVCA,6.602
4940,jfW3_wYOj09pCOHJQB74_w,PilMA5jBSjfh2rlCLG50Cw,7.68
4941,jfW3_wYOj09pCOHJQB74_w,MwJsk91FJ73YzzmpVaJihQ,6.37
4942,jfW3_wYOj09pCOHJQB74_w,JiBxL733qjm8WAddu-RzDQ,6.196
4943,jfW3_wYOj09pCOHJQB74_w,2bxZhBk8JZkJ1GqfTB0cUQ,6.113
4944,jfW3_wYOj09pCOHJQB74_w,pBPfWo_WfHVVkSKD_P3osg,5.936
4945,jfW3_wYOj09pCOHJQB74_w,N12Pwub9Tj-5AhuPfbj-Mg,5.909
4946,jfW3_wYOj09pCOHJQB74_w,vyOVT4bcW227LRwJGHTeSw,5.686
4947,jfW3_wYOj09pCOHJQB74_w,zJpZ-uQ_F0XVgK1u98uWSg,5.655
4948,jfW3_wYOj09pCOHJQB74_w,JWFpjvCc_nkNDVtMPx1ZGg,5.635
4949,jfW3_wYOj09pCOHJQB74_w,bp482wqF6v80AltDNlPDfw,5.581
4950,jshnKTsnoXLSez5XD1qo7Q,apdwYbDYSOgD89eEa8yDcw,5.535
4951,jshnKTsnoXLSez5XD1qo7Q,uQSCNdPI0dC_sPsOh1U8NQ,5.444
4952,jshnKTsnoXLSez5XD1qo7Q,lu2UpRHLBZfvLG_caNEHKQ,5.436
4953,jshnKTsnoXLSez5XD1qo7Q,wUHUyTrOpUcTVTQpyZFo8w,5.425
4954,jshnKTsnoXLSez5XD1qo7Q,vZG0BDPGDJxMGiXcGoVU6w,5.255
4955,jshnKTsnoXLSez5XD1qo7Q,2pBNVsJo3a3CPbInUu9lvQ,4.839
4956,jshnKTsnoXLSez5XD1qo7Q,SYHDOHRNAH-2xsw3XB5qbg,4.779
4957,jshnKTsnoXLSez5XD1qo7Q,hPzPpfSjgQkpWCD7YjcY-A,4.626
4958,jshnKTsnoXLSez5XD1qo7Q,BErYojCJSO959vzaz9JclQ,4.619
4959,jshnKTsnoXLSez5XD1qo7Q,3fpAmsSuEFNF29UUPpgwlw,4.57
4960,jssubXBNkiSJIhbKuDtmpQ,Ce6B2-CYAjGvRZe3GKyxYA,4.958
4961,jssubXBNkiSJIhbKuDtmpQ,U2hkeMI-q4cS35QolJYN0A,4.803
4962,jssubXBNkiSJIhbKuDtmpQ,bVaRZDHkWdsHuARGxxpREw,4.528
4963,jssubXBNkiSJIhbKuDtmpQ,jR3sTUWCPuOCWpdm8Pn-wQ,4.439
4964,jssubXBNkiSJIhbKuDtmpQ,gebiRewfieSdtt17PTW6Zg,4.371
4965,jssubXBNkiSJIhbKuDtmpQ,wFES5bGDiPANW13hNHnXOQ,4.348
4966,jssubXBNkiSJIhbKuDtmpQ,-kfHz1kimX62QEceFkkB_g,4.229
4967,jssubXBNkiSJIhbKuDtmpQ,fApb6LKfOdy5u7MP0hsHKg,4.127
4968,jssubXBNkiSJIhbKuDtmpQ,kZtl_NJjUnlIQgzFrBhXyQ,4.124
4969,jssubXBNkiSJIhbKuDtmpQ,EXYbKA1tocvOK_1tXxZXLA,4.088
4970,k1XGvBoPAXdPoGC2W-f2aA,YXaCcpETNtxrNNK6TbUTlw,11.762
4971,k1XGvBoPAXdPoGC2W-f2aA,gsXBNWHWhHv_f9NcwpVajw,10.048
4972,k1XGvBoPAXdPoGC2W-f2aA,sor6oj-nuslOcSx7di4urA,6.383
4973,k1XGvBoPAXdPoGC2W-f2aA,bp482wqF6v80AltDNlPDfw,6.235
4974,k1XGvBoPAXdPoGC2W-f2aA,E3WUDYEvCVMplIFMgeN1xw,6.025
4975,k1XGvBoPAXdPoGC2W-f2aA,2bxZhBk8JZkJ1GqfTB0cUQ,5.975
4976,k1XGvBoPAXdPoGC2W-f2aA,hPzPpfSjgQkpWCD7YjcY-A,5.922
4977,k1XGvBoPAXdPoGC2W-f2aA,XgehM3pBZWuXi45J2dqRJQ,5.901
4978,k1XGvBoPAXdPoGC2W-f2aA,3Wy21heeDm8h2tSZfcj6OA,5.853
4979,k1XGvBoPAXdPoGC2W-f2aA,vyOVT4bcW227LRwJGHTeSw,5.786
4980,k3lTRgvPvYUI-cX7_TAqNA,aYMpjij5ShtEoZueMrQPRw,5.472
4981,k3lTRgvPvYUI-cX7_TAqNA,eL4lyE7LNoXEMvpcJ8WNVw,5.431
4982,k3lTRgvPvYUI-cX7_TAqNA,HOXbILWYZJkNUYYzYK_tZA,5.388
4983,k3lTRgvPvYUI-cX7_TAqNA,iBTc6XKgW5HESEZIii-G4g,5.376
4984,k3lTRgvPvYUI-cX7_TAqNA,k1XGvBoPAXdPoGC2W-f2aA,5.349
4985,k3lTRgvPvYUI-cX7_TAqNA,kBqyg_L_Xn9jQTCHYODbRg,5.327
4986,k3lTRgvPvYUI-cX7_TAqNA,iaLaRfHUysXkKd1iNCTWbw,5.242
4987,k3lTRgvPvYUI-cX7_TAqNA,8ei40SEWTURN8ROo5mBiJg,5.093
4988,k3lTRgvPvYUI-cX7_TAqNA,kwqXOtLCbNjgvwuMj4H1AQ,5.087
4989,k3lTRgvPvYUI-cX7_TAqNA,Bo-GGwQNcLVwyKeYkbfAYg,4.949
4990,k6Ptrc94R-Mk549pDEVTFA,lu2UpRHLBZfvLG_caNEHKQ,4.441
4991,k6Ptrc94R-Mk549pDEVTFA,GuzbBFraIq-fbkjfvaTRvg,3.911
4992,k6Ptrc94R-Mk549pDEVTFA,fVUurZgbWXzp2QzDzJzmpA,3.811
4993,k6Ptrc94R-Mk549pDEVTFA,VAIOtbsxdNmuhUKkQZFRlA,3.717
4994,k6Ptrc94R-Mk549pDEVTFA,qdpdUjdkEUpzYDdce2yZng,3.672
4995,k6Ptrc94R-Mk549pDEVTFA,bp482wqF6v80AltDNlPDfw,3.604
4996,k6Ptrc94R-Mk549pDEVTFA,vhWlxyLEWAbNOMtQ42yzFg,3.589
4997,k6Ptrc94R-Mk549pDEVTFA,CoZ2mpsMBP8HUG1ymKoZTg,3.567
4998,k6Ptrc94R-Mk549pDEVTFA,6HTGlttrzCMsuGBHO1ZGiw,3.538
4999,k6Ptrc94R-Mk549pDEVTFA,gjCxTVItFxk46rCZ-YaiFA,3.503
5000,k8Lm3Vn2202baslhmOK4FQ,qyXcWGL5-bU_uV2VKxqzTw,4.94
5001,k8Lm3Vn2202baslhmOK4FQ,7UbXvL4SnVEDtx8oJbbuhw,4.265
5002,k8Lm3Vn2202baslhmOK4FQ,y0zNj0TAgNeAkE-wNphWsg,4.208
5003,k8Lm3Vn2202baslhmOK4FQ,19Gx6T0v_GZW2je2J_mqOg,4.033
5004,k8Lm3Vn2202baslhmOK4FQ,7kc2qp0PINf5qW8soYREYw,3.742
5005,k8Lm3Vn2202baslhmOK4FQ,WWoUVlbCdnNT_CQG3S0ZdQ,3.589
5006,k8Lm3Vn2202baslhmOK4FQ,Cd-hiDiuj7TFv8b_Nln5aA,3.48
5007,k8Lm3Vn2202baslhmOK4FQ,tf6S06LD09IFDHUpOPqPaw,3.315
5008,k8Lm3Vn2202baslhmOK4FQ,znlrxrY4InSx7ekPZxoHRw,2.913
5009,k8Lm3Vn2202baslhmOK4FQ,GuzbBFraIq-fbkjfvaTRvg,2.907
5010,kBqyg_L_Xn9jQTCHYODbRg,eL4lyE7LNoXEMvpcJ8WNVw,12.713
5011,kBqyg_L_Xn9jQTCHYODbRg,iBTc6XKgW5HESEZIii-G4g,12.427
5012,kBqyg_L_Xn9jQTCHYODbRg,Bo-GGwQNcLVwyKeYkbfAYg,11.869
5013,kBqyg_L_Xn9jQTCHYODbRg,1xsBRB203LiYLcC3mktfdA,10.769
5014,kBqyg_L_Xn9jQTCHYODbRg,-e8RwknT5szoLk9uBZjzcw,10.739
5015,kBqyg_L_Xn9jQTCHYODbRg,QBNATcq7Stx9LxcSq16W7w,10.469
5016,kBqyg_L_Xn9jQTCHYODbRg,S8saWaZlToeNoloR2fMrAQ,10.4
5017,kBqyg_L_Xn9jQTCHYODbRg,MAIfD4kJDCydgoD1l2b_vw,9.567
5018,kBqyg_L_Xn9jQTCHYODbRg,sZHLbLnw1vwHF1xDzuV1iw,9.443
5019,kBqyg_L_Xn9jQTCHYODbRg,zbrIMldF_O1ZQ0vpUaaa8A,9.431
5020,kSKyOrJELZz_AzGkvnf8MA,ukfAtVvdBD41s-yJ6gOx3w,8.837
5021,kSKyOrJELZz_AzGkvnf8MA,8ei40SEWTURN8ROo5mBiJg,7.102
5022,kSKyOrJELZz_AzGkvnf8MA,OjHy_M9BrUmdJ4L3KCCCWQ,6.965
5023,kSKyOrJELZz_AzGkvnf8MA,GtrY5U_M1ac3bYCk0DUeIg,5.898
5024,kSKyOrJELZz_AzGkvnf8MA,MsqmvxOvkOnofmLlFM1iHg,5.556
5025,kSKyOrJELZz_AzGkvnf8MA,13UbOVDFdxloxaient5XWA,5.462
5026,kSKyOrJELZz_AzGkvnf8MA,dkknmgSHWyVaahT8u4ikZw,5.351
5027,kSKyOrJELZz_AzGkvnf8MA,bp482wqF6v80AltDNlPDfw,5.032
5028,kSKyOrJELZz_AzGkvnf8MA,rxH22mT81ht_n3cGTbWi4A,4.948
5029,kSKyOrJELZz_AzGkvnf8MA,FDTwPQ4CNWEOY0rfh4eTzQ,4.916
5030,kV1u9p8AEV7ItPlgXVODxA,O2lFAWD2WXXx5EKkzPutWQ,3.369
5031,kV1u9p8AEV7ItPlgXVODxA,jW4a3W9-UkFxpglHvo_Kqg,3.199
5032,kV1u9p8AEV7ItPlgXVODxA,Xw_5QkLTyIEg6Hs-kXGNbg,3.13
5033,kV1u9p8AEV7ItPlgXVODxA,yPSejq3_erxo9zdVYTBnZA,3.084
5034,kV1u9p8AEV7ItPlgXVODxA,3Wy21heeDm8h2tSZfcj6OA,2.913
5035,kV1u9p8AEV7ItPlgXVODxA,GuzbBFraIq-fbkjfvaTRvg,2.901
5036,kV1u9p8AEV7ItPlgXVODxA,edJoBsse6nsF0BYh6pATAg,2.852
5037,kV1u9p8AEV7ItPlgXVODxA,tthy48ZIX_wfY8Dy0Dvg6w,2.848
5038,kV1u9p8AEV7ItPlgXVODxA,fVUurZgbWXzp2QzDzJzmpA,2.8
5039,kV1u9p8AEV7ItPlgXVODxA,9ugpNKKhnYRa51qXoxUw_A,2.799
5040,kZtl_NJjUnlIQgzFrBhXyQ,j3Ml_qEFnDOaH5miNzG6xw,8.195
5041,kZtl_NJjUnlIQgzFrBhXyQ,OyFxR5E2HBy-K2-0AxCtFg,7.604
5042,kZtl_NJjUnlIQgzFrBhXyQ,0cWnURpfrb4MqKSzyVN4SQ,6.838
5043,kZtl_NJjUnlIQgzFrBhXyQ,RqmKdsCh53VCr50QHybrAQ,4.854
5044,kZtl_NJjUnlIQgzFrBhXyQ,U2hkeMI-q4cS35QolJYN0A,4.587
5045,kZtl_NJjUnlIQgzFrBhXyQ,jR3sTUWCPuOCWpdm8Pn-wQ,4.434
5046,kZtl_NJjUnlIQgzFrBhXyQ,wFES5bGDiPANW13hNHnXOQ,4.34
5047,kZtl_NJjUnlIQgzFrBhXyQ,gebiRewfieSdtt17PTW6Zg,4.26
5048,kZtl_NJjUnlIQgzFrBhXyQ,-kfHz1kimX62QEceFkkB_g,4.21
5049,kZtl_NJjUnlIQgzFrBhXyQ,bVaRZDHkWdsHuARGxxpREw,4.204
5050,kbWKwvLXfJm5sLVfw-Foww,6gAZriMqRfI0d4hse5o1Yg,14.151
5051,kbWKwvLXfJm5sLVfw-Foww,bp482wqF6v80AltDNlPDfw,7.902
5052,kbWKwvLXfJm5sLVfw-Foww,ZRy4atrG3YHdb__qtE0FsA,7.866
5053,kbWKwvLXfJm5sLVfw-Foww,NIQWO-Q_F598XlAvZnFVCA,7.848
5054,kbWKwvLXfJm5sLVfw-Foww,6HTGlttrzCMsuGBHO1ZGiw,7.713
5055,kbWKwvLXfJm5sLVfw-Foww,thlyktt2c7v1DyOpSVSibw,7.665
5056,kbWKwvLXfJm5sLVfw-Foww,zbrIMldF_O1ZQ0vpUaaa8A,7.627
5057,kbWKwvLXfJm5sLVfw-Foww,-TjT3y-Glfnbt6LbKETAYg,7.577
5058,kbWKwvLXfJm5sLVfw-Foww,FTFaEinJgzqY0ZHQMUSpQQ,7.438
5059,kbWKwvLXfJm5sLVfw-Foww,vZG0BDPGDJxMGiXcGoVU6w,7.179
5060,kcL3D2xK9_1Uyj8zRZMyvQ,5iCDjFNkihjzj94Gh0kyIA,6.655
5061,kcL3D2xK9_1Uyj8zRZMyvQ,FNT8JRNUh841qOvKhCC1NQ,6.413
5062,kcL3D2xK9_1Uyj8zRZMyvQ,vPv4J9bgh7BDy-p6tAM0ew,6.41
5063,kcL3D2xK9_1Uyj8zRZMyvQ,OQKKEbPoXqZwSF5CiNWZeQ,6.408
5064,kcL3D2xK9_1Uyj8zRZMyvQ,011vcXzrmB86rXoVwCJiJw,6.368
5065,kcL3D2xK9_1Uyj8zRZMyvQ,UDZxN93l5_ggUFeF0EEcYg,6.361
5066,kcL3D2xK9_1Uyj8zRZMyvQ,Kthnb7PjDSd7FsBp4wqoHA,4.458
5067,kcL3D2xK9_1Uyj8zRZMyvQ,b2Za53CjptGyf9K0fFnrAg,4.131
5068,kcL3D2xK9_1Uyj8zRZMyvQ,aIDRH4eKKBV0Je_W4y83sw,4.042
5069,kcL3D2xK9_1Uyj8zRZMyvQ,6smGb7xv5fDbBsLgW1WC2w,3.908
5070,kpP2NhrCEabTWk9kfZdLbw,bXrQejeR66IwebuhxPS7GA,4.025
5071,kpP2NhrCEabTWk9kfZdLbw,3DSgJFIaXjdknbZn3LSnPQ,3.137
5072,kpP2NhrCEabTWk9kfZdLbw,m4kvY0viCwxqRtgOycnKVQ,3.119
5073,kpP2NhrCEabTWk9kfZdLbw,wJiaLWAxfqDeFsmE2cI8tg,3.117
5074,kpP2NhrCEabTWk9kfZdLbw,PaqDZUu76fZtMvcYqCEBig,3.034
5075,kpP2NhrCEabTWk9kfZdLbw,mAqgsZBTN-wsShMpkz2o9g,2.903
5076,kpP2NhrCEabTWk9kfZdLbw,OM5beWRkxZSu1TShUC3EDw,2.856
5077,kpP2NhrCEabTWk9kfZdLbw,34Eqv8jXgxg_EEwcsNgeeg,2.856
5078,kpP2NhrCEabTWk9kfZdLbw,hPzPpfSjgQkpWCD7YjcY-A,2.722
5079,kpP2NhrCEabTWk9kfZdLbw,izSgTrqebu8bN8ONOCs6cQ,2.68
5080,kwqXOtLCbNjgvwuMj4H1AQ,6HTGlttrzCMsuGBHO1ZGiw,8.525
5081,kwqXOtLCbNjgvwuMj4H1AQ,DOfiulOub9hVPBCtiDl9Fw,8.465
5082,kwqXOtLCbNjgvwuMj4H1AQ,IljCDlZnTftfZEruqa4sRQ,7.864
5083,kwqXOtLCbNjgvwuMj4H1AQ,pQh2GzkAnbLKiDqEpxcylQ,7.69
5084,kwqXOtLCbNjgvwuMj4H1AQ,8Lbz0hfE4MWzd7yDu9atBA,7.414
5085,kwqXOtLCbNjgvwuMj4H1AQ,LtxG9DTXCFpteVkD4SGBlw,7.298
5086,kwqXOtLCbNjgvwuMj4H1AQ,RRGLss4hhvZZuR0N6GQlSw,7.215
5087,kwqXOtLCbNjgvwuMj4H1AQ,Hl_vXTiYLozWo7T9Cq17vw,7.096
5088,kwqXOtLCbNjgvwuMj4H1AQ,3Wy21heeDm8h2tSZfcj6OA,6.836
5089,kwqXOtLCbNjgvwuMj4H1AQ,sZHLbLnw1vwHF1xDzuV1iw,6.627
5090,kwtKZ3fzM5jlR8Z7KIA17g,8Vo6LN9gqULhXzoxj5k6kQ,10.106
5091,kwtKZ3fzM5jlR8Z7KIA17g,3Wy21heeDm8h2tSZfcj6OA,9.85
5092,kwtKZ3fzM5jlR8Z7KIA17g,thlyktt2c7v1DyOpSVSibw,9.631
5093,kwtKZ3fzM5jlR8Z7KIA17g,ty7akyarO89CLNFjArzLMQ,9.185
5094,kwtKZ3fzM5jlR8Z7KIA17g,6EizP0XyqITuGZ8GZMI9Lw,8.943
5095,kwtKZ3fzM5jlR8Z7KIA17g,DOfiulOub9hVPBCtiDl9Fw,8.798
5096,kwtKZ3fzM5jlR8Z7KIA17g,QLHgjBHBoeIUoEvIPvjHnw,8.406
5097,kwtKZ3fzM5jlR8Z7KIA17g,-NXRuUsazxXZZ_OHwmtYtw,8.132
5098,kwtKZ3fzM5jlR8Z7KIA17g,oGDGlUbOjHxmmCh8ZYcDCg,7.999
5099,kwtKZ3fzM5jlR8Z7KIA17g,pKSB4wXLiS8rd1cAEgD8oA,7.94
5100,l-rGtJt0E7PAklT0IK7oFQ,0m0SQSIzM9WcDhJ7UEVCLQ,11.012
5101,l-rGtJt0E7PAklT0IK7oFQ,MX2YGruhd0sMNHZGK7p5-Q,5.678
5102,l-rGtJt0E7PAklT0IK7oFQ,0jpFptAehZhLl3nkhHDanA,5.315
5103,l-rGtJt0E7PAklT0IK7oFQ,noiUCN8A9Vdm9pUbWX6K-w,5.292
5104,l-rGtJt0E7PAklT0IK7oFQ,lNECraPTMtUPDJPjmF0tVA,5.082
5105,l-rGtJt0E7PAklT0IK7oFQ,v1Uesklh8DpEufYOhTq4iA,4.989
