address,take_out,business_id,categories,latitude,longitude,name,review_count,stars,star_count,dates
504 State St,True,mEzH6V1ruMHJrgKuLGoi1g,"{'Cupcakes', 'Custom Cakes', 'Food', 'Ice Cream & Frozen Yogurt'}",34.4170173,-119.6956047,Cold Stone Creamery,52,2.5,"[24, 7, 7, 7, 7]","['2021-07-08 21:21:11', '2021-07-24 00:46:46', '2018-11-18 05:15:11', '2021-12-05 02:19:43', '2017-01-13 01:05:42']"
15 W Gutierrez St,True,mPKqBWLSD8wxJLJ_4juY2w,"{'Desserts', 'Specialty Food', 'Food', 'Chocolatiers & Shops', 'Education', 'Special Education'}",34.4152547,-119.6945635,Chocolate Maya,159,4.5,"[7, 4, 5, 27, 119]","['2018-12-28 22:30:45', '2021-12-09 21:27:31', '2014-01-02 04:54:45', '2021-11-08 15:39:25', '2021-12-24 22:43:38']"
"22 N Milpas St, Ste B",True,mYofSuxrIrPS2Gjsu-ZI4w,"{'Food', 'Donuts', 'Restaurants'}",34.4223935,-119.6794433,Eller's Donut House,47,4.5,"[2, 1, 2, 9, 34]","['2019-11-15 18:08:31', '2019-06-22 15:12:11', '2019-03-19 04:31:20', '2020-07-03 04:38:36', '2021-09-04 17:12:09']"
1111 E Cabrillo Blvd,True,mZ-pJSdAVrBa7ioXVzE7-Q,"{'Breakfast & Brunch', 'Tapas/Small Plates', 'Seafood', 'American (New)', 'Restaurants'}",34.4176519804,-119.6691209078,Marbella,22,3.5,"[5, 2, 4, 3, 8]","['2019-07-06 00:29:17', '2018-11-04 16:15:02', '2018-08-13 04:10:08', '2018-02-28 03:26:36', '2020-08-24 02:29:48']"
1026 Santa Barbara St,False,mdI-2l7dlqcODbVNIWEQBQ,"{'Home Services', 'Appliances', 'Water Purification Services', 'Local Services', 'Water Delivery', 'Appliances & Repair', 'Plumbing', 'Shopping', 'Food', 'Professional Services', 'Contractors', 'Office Equipment', 'Home & Garden'}",34.424470875,-119.700198435,Matilija Pure Water Systems,24,3.5,"[10, 0, 0, 2, 14]","['2021-08-23 22:04:02', 0, 0, '2015-02-05 05:35:32', '2021-08-27 17:54:27']"
"813 Anacapa St, Ste 5B",False,mwsA08gpaEALG3C1ZI4ktw,"{'Food', 'Wine Tasting Room', 'Arts & Entertainment', 'Wineries'}",34.4207835,-119.6993168,Au Bon Climat Winery,82,4.0,"[7, 5, 8, 15, 47]","['2021-06-22 01:35:05', '2021-08-27 19:16:04', '2021-10-20 14:19:39', '2021-11-12 03:04:45', '2021-12-16 05:44:19']"
116 E Yanonali St,True,mxZMSFUamk7SIf5ndCLAxA,"{'Wine Tasting Room', 'Beer', 'Arts & Entertainment', 'Food', 'Wine & Spirits', 'Wineries'}",34.415395,-119.690058,Pali Wine,142,4.0,"[6, 9, 12, 37, 81]","['2021-09-19 07:56:15', '2021-11-28 05:25:19', '2021-12-01 20:48:37', '2021-03-28 02:16:07', '2022-01-09 23:35:18']"
"125 Harbor Way, Ste 8",False,n6reYUBVF9buglcojgB0FQ,"{'Food', 'Grocery', 'Delis', 'Restaurants'}",34.403986,-119.693797,Harbor Market & Deli,6,2.0,"[3, 1, 1, 0, 1]","['2020-07-15 20:28:45', '2020-12-29 01:25:39', '2013-02-28 05:30:03', 0, '2014-04-30 01:36:52']"
536 State St,True,nB0dV8yPv29F3-CFMPG8cw,"{'Breakfast & Brunch', 'Cafes', 'Steakhouses', 'Seafood', 'Sandwiches', 'American (Traditional)', 'Restaurants'}",34.4179009,-119.6964428,Joe's Cafe,726,3.5,"[99, 78, 124, 189, 259]","['2022-01-16 00:57:58', '2022-01-17 19:52:07', '2021-11-15 03:12:23', '2021-12-31 08:18:31', '2022-01-16 03:07:11']"
416 E Haley St,True,nMn4CTJQPXqpgLltYQrxMA,"{'Coffee Roasteries', 'Sandwiches', 'Acai Bowls', 'Cafes', 'Coffee & Tea', 'Food', 'Bagels', 'Restaurants'}",34.4214524,-119.690428,Cajé Coffee Roasters - Haley St,240,4.5,"[7, 2, 12, 20, 202]","['2022-01-17 23:45:48', '2021-02-14 19:53:50', '2022-01-06 00:11:47', '2021-08-20 17:37:18', '2022-01-14 03:46:16']"
119 State St,True,nYPzsOjvida-ne7swSPHpA,"{'Mexican', 'Latin American', 'New Mexican Cuisine', 'Restaurants'}",34.413456,-119.691322,Santo Mezcal,990,4.5,"[77, 35, 73, 147, 670]","['2021-10-27 02:24:03', '2022-01-05 06:52:27', '2022-01-02 00:02:27', '2022-01-08 03:07:32', '2022-01-16 23:39:36']"
1112 State St,True,n_RyzuCAiR4yW2JLkl0Jng,"{'Cafes', 'Coffee & Tea', 'Food', 'American (Traditional)', 'Restaurants'}",34.4228637,-119.703516,Cafe Shell,21,2.5,"[6, 4, 3, 6, 2]","['2012-01-17 02:50:59', '2011-04-16 04:10:13', '2011-12-01 02:21:41', '2012-02-17 16:48:56', '2011-07-25 20:59:04']"
3955 State St,True,nnn78cplvQGZSMVblpI5gQ,"{'Chinese', 'Restaurants'}",34.4391030986,-119.7526712666,Mandarin Palace,229,3.0,"[56, 27, 31, 49, 71]","['2021-12-24 15:27:56', '2021-12-12 04:55:29', '2021-11-14 03:42:42', '2021-09-09 22:11:42', '2021-11-06 20:37:36']"
1260 Channel Dr,False,noiUCN8A9Vdm9pUbWX6K-w,"{'Sandwiches', 'Seafood', 'American (New)', 'Salad', 'Restaurants'}",34.4174611,-119.6425353,Tydes Restaurant,56,4.0,"[5, 7, 6, 17, 24]","['2019-05-22 04:22:51', '2019-06-26 18:21:34', '2017-06-18 16:21:34', '2019-04-13 23:23:54', '2020-01-24 04:16:56']"
,True,nx01nL2of3ngBwA6XZYqEg,"{'Beer', 'Hot Dogs', 'Food', 'Wine & Spirits', 'Restaurants'}",34.4076974609,-119.6926867962,Hotdog Mini Mart,5,4.5,"[0, 0, 0, 3, 3]","[0, 0, 0, '2020-02-05 05:01:18', '2018-09-30 21:13:38']"
37 E Victoria St,True,o4IiNbNybcy-L4vzTSoDJw,"{'Tuscan', 'Italian', 'Seafood', 'Nightlife', 'Wine Bars', 'Bars', 'Restaurants'}",34.4253913532,-119.7048107601,Ca' Dario,672,4.0,"[73, 57, 91, 140, 333]","['2021-10-24 20:12:00', '2022-01-15 05:10:28', '2021-12-18 19:52:22', '2021-09-15 17:30:58', '2021-12-18 05:32:59']"
"131 Anacapa St, Ste A",False,oGDGlUbOjHxmmCh8ZYcDCg,"{'Desserts', 'Food', 'Nightlife', 'American (New)', 'Cocktail Bars', 'Bars', 'Restaurants'}",34.4148777,-119.690279,The Lark,1520,4.0,"[84, 103, 152, 332, 891]","['2021-12-28 02:21:53', '2021-08-01 00:20:47', '2022-01-11 05:56:35', '2022-01-04 08:22:27', '2022-01-16 02:47:20']"
728 E Haley St,True,oJsuZohTOk7oTiA7K3aqRw,"{'Food', 'Grocery'}",34.4248528,-119.6866645,Mi Fiesta Market 4,7,3.0,"[3, 0, 0, 1, 3]","['2021-02-03 21:50:18', 0, 0, '2016-03-13 21:51:57', '2021-05-06 00:21:17']"
1429 San Andres St,True,oJwMmSZKJOnMboZ_z67MZw,"{'Pizza', 'Restaurants'}",34.4184182,-119.7160021,Revolver,93,4.5,"[4, 6, 5, 8, 72]","['2021-07-10 00:55:28', '2021-09-11 09:28:26', '2021-10-29 06:05:30', '2022-01-01 06:13:46', '2022-01-06 20:15:13']"
Earl Warren Showgrounds,False,oXP5aohLv5e7R4eahaGXkQ,"{'Food', 'Food Trucks'}",34.4208305,-119.6981901,B and D's Curbside Grill,6,3.5,"[0, 2, 1, 2, 1]","[0, '2013-09-04 20:17:56', '2013-11-20 04:14:48', '2013-07-30 20:11:51', '2013-07-22 18:24:45']"
2984 State St,True,oYireVavpwflbyWes2BsqQ,"{'Fast Food', 'Mexican', 'New Mexican Cuisine', 'Restaurants'}",34.4405791,-119.7279897,Pueblo Pollo,5,2.5,"[3, 0, 0, 1, 1]","['2022-01-06 09:27:40', 0, 0, '2021-11-24 00:59:13', '2021-11-02 19:07:50']"
3973 State St,True,od_MWVpghkvSsl1HKasM9A,"{'Food', 'Juice Bars & Smoothies', 'Restaurants'}",34.4386437791,-119.751798573,Blenders In the Grass,55,4.0,"[9, 3, 5, 13, 27]","['2021-06-26 22:34:50', '2020-10-27 20:39:05', '2020-09-03 09:44:38', '2018-09-15 06:41:17', '2021-11-13 01:01:40']"
734 State St,True,oinV9xrSkR3b_T8sK1nsqg,"{'Australian', 'Nightlife', 'Indian', 'American (New)', 'Wine Bars', 'Bars', 'Restaurants'}",34.4195327202,-119.6991314739,Bibi Ji,260,3.5,"[39, 26, 32, 38, 130]","['2021-10-24 16:02:59', '2022-01-18 05:36:58', '2022-01-13 21:51:59', '2021-12-01 18:19:11', '2022-01-15 19:04:01']"
316 N Milpas St,True,okc-iCgWvKGa1DfQSOh1Ig,"{'Mexican', 'Restaurants'}",34.4250335328,-119.6827870625,Milpas Taqueria,10,4.0,"[1, 0, 0, 4, 5]","['2021-05-11 23:26:44', 0, 0, '2018-08-01 20:58:40', '2019-02-14 18:36:07']"
224 Helena St,True,omnCKxL0f_akh0eYeJxjDg,"{'Music Venues', 'Gastropubs', 'Arts & Entertainment', 'Shopping', 'Nightlife', 'Art Galleries', 'American (New)', 'Cocktail Bars', 'Bars', 'Lounges', 'Restaurants'}",34.4152367,-119.6917437,Seven Bar & Kitchen,353,4.0,"[48, 20, 45, 84, 164]","['2021-12-27 07:24:20', '2021-04-22 16:53:52', '2021-08-19 05:57:17', '2021-06-09 01:38:29', '2021-11-19 07:53:01']"
"28 Anacapa St, Unit C",True,ouQpkEJnFZzJy86ECkcTzQ,"{'Food', 'Wine Tasting Room', 'Arts & Entertainment', 'Wineries'}",34.4141328,-119.6886894,DV8 Cellars,78,4.5,"[1, 3, 5, 13, 60]","['2019-09-29 03:11:13', '2016-01-17 21:00:54', '2017-07-07 04:43:24', '2020-12-28 16:48:37', '2020-12-03 23:00:07']"
"351 Paseo Nuevo, Fl 2",False,oyJdcjCTGEM2KiGqyJaFwA,"{'Home Services', 'Internet Cafes', 'Shared Office Spaces', 'Real Estate', 'Venues & Event Spaces', 'Professional Services', 'Food', 'Event Planning & Services', 'Commercial Real Estate'}",34.419119,-119.699798,Workzones,17,5.0,"[0, 0, 0, 0, 17]","[0, 0, 0, 0, '2021-11-13 01:34:20']"
3905 State St,True,p2kC-cD22QAQzIGD8ZuqFA,"{'Coffee & Tea', 'Food', 'Restaurants'}",34.4402405999,-119.7516484945,Peet's Coffee,73,4.0,"[10, 4, 11, 12, 38]","['2022-01-06 21:43:05', '2021-08-17 19:18:45', '2020-11-16 15:31:22', '2022-01-02 19:13:17', '2021-11-26 21:36:28']"
,True,pBPfWo_WfHVVkSKD_P3osg,"{'Pizza', 'Food', 'Event Planning & Services', 'Caterers', 'Food Trucks', 'Restaurants'}",34.4630827,-119.8062912,Lucca Truck,25,5.0,"[2, 0, 1, 0, 23]","['2020-02-09 07:09:16', 0, '2021-06-28 20:51:30', 0, '2021-09-24 16:21:35']"
500 Ninos Dr,False,pC0vDDpl_2ue3HGAmGpMSg,"{'Fast Food', 'Restaurants'}",34.4193410024,-119.6654334405,Ridley-Tree House Restaurant,5,3.0,"[1, 1, 1, 0, 2]","['2021-07-19 00:34:41', '2019-03-25 15:18:04', '2017-02-14 10:25:40', 0, '2021-10-03 07:10:59']"
,False,pGtaxpSxxpmqPs6FAR1W_A,"{'Food', 'Bakeries', 'Desserts', 'Restaurants'}",34.4216024,-119.698259,A Piece of Cake,12,2.0,"[7, 2, 0, 1, 2]","['2013-06-05 17:10:53', '2010-06-30 04:32:18', 0, '2012-05-01 18:08:36', '2013-07-30 03:43:45']"
418 State St,True,pKSB4wXLiS8rd1cAEgD8oA,"{'Cuban', 'Breakfast & Brunch', 'Seafood', 'Nightlife', 'Cocktail Bars', 'Bars', 'Restaurants'}",34.4164379726,-119.6947698532,Shaker Mill,79,4.5,"[4, 3, 8, 11, 54]","['2021-06-07 02:25:10', '2020-11-07 04:21:06', '2021-10-20 22:27:11', '2022-01-03 05:13:12', '2022-01-17 18:00:03']"
"1114 State St, Unit 26",True,pQh2GzkAnbLKiDqEpxcylQ,"{'Wine Tasting Room', 'Cheese Shops', 'Specialty Food', 'Arts & Entertainment', 'Food', 'Nightlife', 'Wine Bars', 'Bars', 'Wineries'}",34.423038275,-119.7033359209,Barbieri & Kempe: Wine,11,5.0,"[0, 0, 1, 0, 10]","[0, 0, '2021-12-15 23:45:19', 0, '2022-01-16 04:45:56']"
120 Santa Barbara St,True,pUVRCYL8rT4I5Ry5FYkRsA,"{'Breweries', 'Food'}",34.4157949941,-119.6885961141,Topa Topa Brewing Company,105,4.5,"[7, 3, 5, 21, 70]","['2021-04-10 21:17:42', '2019-06-28 13:23:37', '2019-05-26 15:42:39', '2020-02-22 23:07:31', '2021-12-01 19:57:50']"
21 N Milpas St,True,pUeTnGsnVi-H8RJ6prFFgw,"{'Pizza', 'Restaurants'}",34.4218168,-119.67975,Little Caesars Pizza,24,2.0,"[12, 2, 6, 3, 3]","['2022-01-07 02:17:11', '2022-01-17 12:22:01', '2021-04-11 21:08:18', '2020-09-02 11:05:27', '2019-07-21 17:36:13']"
235 W Montecito St,True,pqF3WkYktbR28uk2PSR7Rg,"{'Burgers', 'Sports Bars', 'Nightlife', 'American (New)', 'Cocktail Bars', 'Bars', 'Lounges', 'Restaurants'}",34.4117091,-119.6960527,The Neighborhood Bar,240,4.0,"[18, 9, 22, 78, 117]","['2020-02-09 02:59:09', '2020-09-13 15:44:38', '2017-12-14 20:41:58', '2021-12-01 21:05:12', '2021-06-01 12:33:33']"
,True,pqlCSlwPp3unjiEBcZe94g,"{'Custom Cakes', 'Bakeries', 'Desserts', 'Food'}",34.4208305,-119.6981901,Room For Cake,6,5.0,"[0, 0, 0, 0, 6]","[0, 0, 0, 0, '2021-10-11 05:35:59']"
2611 De La Vina St,True,q-1ICFSqs2MwDGfe5tX-SQ,"{'Breakfast & Brunch', 'Pizza', 'Nightlife', 'Pubs', 'American (New)', 'American (Traditional)', 'Beer Bar', 'Bars', 'Restaurants'}",34.4348537,-119.7247287,Yellow Belly,337,4.0,"[18, 19, 29, 106, 182]","['2021-08-14 21:34:18', '2020-04-14 00:17:22', '2019-04-29 02:18:45', '2022-01-14 16:52:07', '2022-01-07 02:41:32']"
,False,q2Ao2HQyhvcT9UG-5-ZGYg,"{'Active Life', 'Horseback Riding', 'Tours', 'Arts & Entertainment', 'Rafting/Kayaking', 'Food', 'Wine Tours', 'Event Planning & Services', 'Hotels & Travel', 'Wineries'}",34.420334,-119.7107494,Captain Jack's Tours & Events,310,4.5,"[26, 7, 13, 26, 246]","['2019-03-16 07:18:29', '2016-12-16 00:23:44', '2016-04-03 01:19:32', '2019-04-18 17:08:22', '2022-01-01 21:44:48']"
1201 Anacapa St,True,q36uZc2hQml10YGHazJaoQ,"{'Restaurants', 'Asian Fusion', 'Pop-Up Restaurants', 'Korean'}",34.4244769367,-119.7035096092,Secret Bao,145,4.5,"[4, 4, 8, 31, 104]","['2021-08-19 20:03:25', '2022-01-17 05:41:19', '2021-08-25 17:49:46', '2022-01-16 22:42:06', '2022-01-18 00:29:56']"
900 San Ysidro Ln,False,qM2gfO-cqpDzxmIX-XzuWA,"{'Restaurants', 'Food', 'American (Traditional)', 'American (New)'}",34.4468032725,-119.6230980256,Plow & Angel,77,4.0,"[8, 9, 9, 15, 39]","['2017-08-23 18:31:10', '2019-05-13 18:17:47', '2020-07-03 17:39:59', '2017-11-10 15:44:11', '2021-04-09 23:19:17']"
331 West Montecito,True,qS7uSZdQ3f0HqYSSaiYQ3A,"{'Convenience Stores', 'Beer', 'Coffee & Tea', 'Food', 'Grocery', 'Automotive', 'Wine & Spirits', 'Gas Stations'}",34.4107609,-119.6969798,7-Eleven,10,2.0,"[7, 0, 0, 1, 2]","['2021-12-30 02:52:50', 0, 0, '2018-12-31 00:53:43', '2021-07-17 02:45:13']"
1101 State St,True,qUH2FppY7RL96F5tXzA0hQ,"{'Coffee & Tea', 'Food', 'Coffee Roasteries'}",34.4223696,-119.7035202,Dune Coffee Roasters - State Street,633,4.0,"[29, 30, 53, 187, 344]","['2021-06-07 20:22:22', '2021-08-10 18:03:20', '2021-05-23 09:20:50', '2022-01-10 13:56:10', '2022-01-17 21:17:41']"
14 E Cota St,True,qVitsouI4aBiYx1_Fjn0Pg,"{'Gastropubs', 'Burgers', 'Whiskey Bars', 'Mediterranean', 'Nightlife', 'Cocktail Bars', 'Bars', 'Restaurants'}",34.4180746,-119.6962225,Foxtail Kitchen & Bar,270,4.0,"[30, 16, 16, 30, 181]","['2021-12-29 04:04:46', '2021-12-29 03:21:19', '2021-12-05 18:52:59', '2021-11-18 19:29:59', '2021-12-02 13:47:07']"
5342 Hollister Ave,False,qZb4ltF4lJxmzCm7IK_E1w,"{'CSA', 'Specialty Food', 'Food Delivery Services', 'Food', 'Grocery', 'Fruits & Veggies'}",34.435452,-119.8105801,Plow to Porch,9,4.5,"[0, 1, 0, 1, 8]","[0, '2013-07-18 04:23:56', 0, '2010-08-26 01:42:06', '2020-05-06 00:46:40']"
140 S Hope Ave,True,qdpdUjdkEUpzYDdce2yZng,"{'Delis', 'Hot Dogs', 'Sandwiches', 'Salad', 'Restaurants'}",34.436708,-119.748708,Plaza Deli,188,4.0,"[22, 12, 13, 29, 120]","['2020-12-01 06:49:46', '2021-08-18 20:32:56', '2021-10-30 15:45:45', '2021-08-06 01:18:46', '2021-12-01 00:23:49']"
614 E Haley,False,quLvdiaBMaLG3enWfWHKgQ,"{'Food', 'Specialty Food'}",34.4234555,-119.6881324,duo events,12,5.0,"[0, 0, 0, 0, 12]","[0, 0, 0, 0, '2021-01-16 20:20:59']"
"38 W Victoria St, Ste 108",True,qvXw3V4_9Pu4E7Qoi7-cKA,"{'Falafel', 'Mediterranean', 'Sandwiches', 'Gluten-Free', 'Vegan', 'Salad', 'Restaurants'}",34.4236075,-119.7070539,Fala Bar,70,4.5,"[4, 1, 1, 5, 60]","['2020-01-21 16:16:41', '2019-11-29 22:32:54', '2020-09-18 04:28:37', '2021-09-23 04:51:16', '2022-01-17 18:04:33']"
3325 State St,True,qx2YTFXfVDwQUfOeWCFfbw,"{'Fast Food', 'Delis', 'Sandwiches', 'Restaurants'}",34.439864,-119.735889,Jersey Mike's Subs,43,3.0,"[12, 11, 5, 7, 12]","['2021-08-30 02:27:02', '2021-10-09 01:17:02', '2019-07-17 20:56:15', '2019-12-03 02:37:37', '2021-07-10 03:09:08']"
"35 State St, Suite #b",True,qyS7KHJNRR_1x-zIhDScBA,"{'Food', 'Arts & Entertainment', 'Wine Tasting Room', 'Wineries'}",34.412764,-119.6903388,J Wilkes Wines,74,4.5,"[8, 2, 2, 1, 63]","['2021-10-09 22:02:25', '2021-09-23 19:13:37', '2017-01-03 07:46:24', '2022-01-15 00:12:16', '2021-10-23 05:59:15']"
216 S Milpas St,True,qyXcWGL5-bU_uV2VKxqzTw,"{'Burgers', 'Restaurants'}",34.4191467,-119.6759499,The Habit,164,4.0,"[20, 15, 19, 50, 64]","['2021-05-25 14:54:23', '2020-08-22 20:40:08', '2021-09-05 03:49:43', '2021-03-28 03:20:06', '2022-01-15 14:22:45']"
"1255 Coast Village Rd, Ste 101",False,r2IhvKZQ_wLR5mLBnPOilg,"{'Sandwiches', 'Nightlife', 'American (New)', 'Cocktail Bars', 'Bars', 'Restaurants'}",34.4210441,-119.6419027,The Honor Bar,557,4.5,"[35, 24, 38, 114, 361]","['2022-01-17 22:39:42', '2021-03-13 20:54:50', '2021-10-06 19:51:01', '2021-12-26 22:53:05', '2021-12-31 07:22:51']"
1235 State St,True,r5sQtvsO4OVJgEH5H3uEAg,"{'Coffee & Tea', 'Food'}",34.424064,-119.70583,Starbucks,73,2.5,"[25, 14, 6, 15, 13]","['2021-12-26 20:57:45', '2020-11-10 18:16:24', '2018-06-30 20:48:52', '2021-12-06 04:34:38', '2020-05-06 21:47:54']"
830 N Milpas St,True,r8tU21scBflMxWiBESPtRQ,"{'Chinese', 'Vegetarian', 'Restaurants'}",34.4300129035,-119.689825556,Shang Hai,200,4.5,"[10, 11, 18, 37, 132]","['2019-06-13 02:32:15', '2021-04-22 01:41:59', '2019-08-29 19:42:47', '2021-10-07 02:57:40', '2021-11-28 23:28:06']"
"1114 State St, Ste 18",True,r926yelr_EJAKQCjdD6AWA,"{'Breakfast & Brunch', 'Delis', 'Tapas/Small Plates', 'Cafes', 'American (New)', 'Restaurants'}",34.423044,-119.703208,State & Fig,519,4.0,"[31, 34, 59, 142, 262]","['2021-10-10 18:35:41', '2021-11-27 01:55:00', '2021-06-12 23:55:02', '2021-11-13 22:04:44', '2022-01-19 19:39:46']"
3627 State St,True,rPVmM0aJbC6lU_mnDiZ2Rw,"{'Nightlife', 'Bars', 'Steakhouses', 'Restaurants'}",34.4400608,-119.7413536,Tee-Off Restaurant and Lounge,213,4.0,"[19, 21, 26, 52, 106]","['2021-07-12 16:26:12', '2020-10-12 16:39:26', '2021-07-11 22:48:12', '2022-01-01 20:44:53', '2021-12-25 20:48:45']"
811A State St,False,r_UPGh9GHMyBhPVMKVxRuw,"{'Coffee & Tea', 'Food', 'Coffee Roasteries', 'Bagels'}",34.4195961,-119.7001497,Cajé Coffee Roasters,36,4.5,"[1, 1, 2, 10, 22]","['2021-09-20 17:06:11', '2021-08-09 06:42:54', '2021-11-04 15:13:22', '2021-12-01 19:09:20', '2022-01-12 18:24:46']"
UCSB University Center,True,rlfWeYI1SLvC8ZKM_OvXWA,"{'Pizza', 'Gluten-Free', 'Event Planning & Services', 'Caterers', 'Restaurants'}",34.411663,-119.847796,A Slice of Woodstock's,10,4.0,"[1, 1, 1, 3, 4]","['2021-09-30 14:43:47', '2017-03-14 20:34:52', '2012-09-13 21:57:23', '2011-11-12 18:22:43', '2019-08-19 01:59:01']"
927 State St,True,rlh6-MqKplp6DE42aRuS6w,"{'Food', 'Specialty Food', 'Herbs & Spices', 'Olive Oil'}",34.420955,-119.701742,Viva Oliva,20,5.0,"[0, 1, 0, 0, 19]","[0, '2021-03-27 04:27:30', 0, 0, '2021-12-24 20:21:37']"
,True,rxH22mT81ht_n3cGTbWi4A,"{'Wedding Planning', 'Personal Chefs', 'Event Planning & Services', 'Caterers', 'Barbeque', 'Restaurants'}",34.4208305,-119.6981901,Beans BBQ and Catering,13,5.0,"[0, 0, 0, 0, 14]","[0, 0, 0, 0, '2021-11-04 22:45:34']"
217 E Gutierrez St,False,ryGwDtxLX9crWxXQMfFAvQ,"{'Fashion', 'Wholesale Stores', 'Shopping', 'Food', 'Grocery', 'Department Stores'}",34.4189049,-119.6921436,Smart & Final,17,2.5,"[5, 6, 3, 4, 0]","['2021-08-10 14:48:27', '2021-12-07 04:41:24', '2021-04-14 16:06:59', '2021-10-24 20:30:43', 0]"
1019 State St,True,s4k1P9FHfPUzw3dqXRp7eA,"{'Desserts', 'Turkish', 'Coffee & Tea', 'Food', 'Bakeries', 'Restaurants'}",34.421738,-119.70249,LOKUM Turkish Delight & Baklava,234,4.5,"[12, 8, 16, 22, 177]","['2021-12-05 22:23:58', '2021-12-21 01:45:59', '2022-01-09 19:40:28', '2022-01-05 06:11:07', '2022-01-17 18:39:41']"
"406 E Haley St, Ste 1",True,sBxbAv4TEjGZiLmPlnxrbQ,"{'Food', 'Arts & Entertainment', 'Wineries'}",34.4211189,-119.690633,Potek Winery,33,4.5,"[3, 1, 3, 3, 23]","['2021-07-16 03:31:55', '2016-07-04 05:29:10', '2018-07-10 00:58:31', '2019-02-10 07:51:08', '2022-01-17 07:52:46']"
"113 Harbor Way, Ste 180",False,sCJEbsv0KEsx_IifiFjGDQ,"{'American (Traditional)', 'Burgers', 'Restaurants'}",34.4039899,-119.6938017,CHOMP on the Rocks,28,3.5,"[6, 3, 2, 2, 15]","['2022-01-09 22:55:21', '2021-10-04 01:12:19', '2021-05-14 03:47:38', '2021-07-18 16:16:21', '2021-10-27 23:00:17']"
827 Santa Barbara St,False,sHpxBos5-7GNkaMDZ3fnGA,"{'Food', 'Specialty Food', 'Cheese Shops'}",34.422317,-119.698081,Cheese Shop Santa Barbara,5,5.0,"[0, 0, 0, 1, 4]","[0, 0, 0, '2020-12-28 21:19:31', '2021-12-02 02:18:44']"
935 State St,True,sLfc9_WCN0lcTeUIA3X2og,"{'Ice Cream & Frozen Yogurt', 'Food', 'Desserts'}",34.42121,-119.701795,Creamistry,153,4.0,"[24, 16, 16, 16, 86]","['2020-07-14 05:39:29', '2021-02-28 22:22:06', '2019-10-04 02:36:42', '2020-07-11 04:16:23', '2022-01-08 16:49:03']"
3014 State St,False,sRopdCT6Hf0mwaAHJek7Fw,"{'Tobacco Shops', 'Beer', 'Shopping', 'Food', 'Wine & Spirits'}",34.4406191,-119.7288749,San Roque Market & Liquors,14,4.0,"[3, 0, 1, 3, 7]","['2018-04-03 01:55:33', 0, '2014-12-12 03:48:54', '2015-08-22 00:39:49', '2016-09-19 02:08:45']"
36 State St,False,sZHLbLnw1vwHF1xDzuV1iw,"{'Wine Tasting Room', 'Arts & Entertainment', 'Tours', 'Tasting Classes', 'Food', 'Barbeque', 'Nightlife', 'Hotels & Travel', 'Wine Tours', 'Restaurants', 'Wine Bars', 'Education', 'Wine Tasting Classes', 'Bars', 'Wineries'}",34.4132794,-119.6898862,Foley Food and Wine Society Tasting Room,11,4.5,"[0, 0, 3, 2, 6]","[0, 0, '2021-05-26 17:15:09', '2017-10-23 06:27:07', '2021-04-11 02:31:41']"
516 State St,True,sj2o49ZCq2iJlZxDNrHDaA,"{'Breweries', 'Pizza', 'Food', 'Nightlife', 'Beer Bar', 'Bars', 'Restaurants'}",34.4174016,-119.6958927,Institution Ale Company,150,4.5,"[11, 1, 11, 23, 109]","['2021-10-22 22:54:45', '2019-06-02 23:22:18', '2021-11-24 02:47:54', '2021-12-01 21:10:41', '2022-01-16 21:39:35']"
20 W Figueroa St,False,sjWf71VmU5HIwqX8RGCLJw,"{'Nightlife', 'Beer Bar', 'Cocktail Bars', 'Wine Bars', 'Bars', 'Restaurants'}",34.4218599144,-119.7039636863,Riviera Bar,22,4.5,"[1, 3, 0, 2, 16]","['2021-11-20 01:59:41', '2021-09-14 01:51:01', 0, '2021-09-14 23:53:37', '2021-12-30 02:43:39']"
"1213 State St, Ste A",True,sk0IM8koYo1o9-k_rpkmxQ,"{'Tacos', 'Beer', 'Food', 'Mexican', 'Nightlife', 'Beer Bar', 'Wine & Spirits', 'Bars', 'Restaurants'}",34.4234333,-119.7052658,Taqueria Santa Barbara,95,4.5,"[6, 2, 7, 6, 78]","['2021-12-05 20:21:11', '2020-10-06 17:35:54', '2021-10-22 02:24:49', '2021-05-01 04:56:18', '2022-01-10 05:04:26']"
2981 Cliff Dr,True,skY6r8WAkYqpV7_TxNm23w,"{'Breakfast & Brunch', 'Seafood', 'Hawaiian', 'American (New)', 'Restaurants'}",34.4032573848,-119.7437518546,Boathouse at Hendry's Beach,2536,4.0,"[184, 170, 292, 668, 1274]","['2021-12-25 02:54:43', '2022-01-03 22:15:40', '2022-01-14 01:25:47', '2022-01-05 05:52:24', '2022-01-19 07:42:31']"
1990 Cliff Dr,True,soaZ7_oU7xcphlw6gpWblg,"{'Coffee & Tea', 'Food', 'Restaurants'}",34.402329,-119.72339,Starbucks,47,3.0,"[19, 4, 5, 3, 18]","['2022-01-06 16:01:20', '2021-10-08 23:34:45', '2020-05-24 17:36:39', '2019-07-26 11:51:56', '2021-03-11 17:26:37']"
